epoch,lr,time_s,train_loss,train_disaster_loss,train_victim_loss,train_kd_logit_loss,train_kd_feat_loss,train_disaster_acc,train_victim_acc,val_loss,val_disaster_f1,val_victim_f1,val_disaster_acc,val_victim_acc,val_combined_f1,val_map50
19,0.0007818004872180196,3828.8467302322388,0.04800509737873991,0.022921908839350077,0.010763174692214278,0.0,0.0,0.9487451813389978,0.94400519235308,0.13250562026831378,0.8386832102895986,0.9212227314433861,0.907824513794663,0.9477159656264134,0.8799529708664924,0.0
20,0.0007525,3841.6071870326996,0.04492522475768737,0.02144868358369505,0.01050839357691392,0.0,0.0,0.950770985760365,0.9457556447171741,0.09883482079950429,0.8418086557620876,0.9145837420000444,0.9386702849389417,0.9426503844414292,0.878196198881066,0.0
21,0.0007219937176605934,3829.8992397785187,0.04466273403917127,0.021412851944658716,0.010114020095212475,0.0,0.0,0.9510660058217292,0.9489615293839981,0.12495416730275014,0.8623341119211325,0.8817731197387199,0.9228403437358661,0.9231117141564903,0.8720536158299261,0.0
22,0.0006904302637408765,6.2821807861328125,0.0018765861168503761,0.0017382685327902436,0.0034667651634663343,0.0,0.0,1.0,1.0,0.0012718234211206436,1.0,1.0,1.0,1.0,1.0,0.0
23,0.000657963412215599,0.7520692348480225,0.001903909258544445,0.002461266703903675,0.0006294186459854245,0.0,0.0,1.0,1.0,0.001261663157492876,1.0,1.0,1.0,1.0,1.0,0.0
24,0.0006247513383218356,0.4830892086029053,0.007225286681205034,0.003070627339184284,0.008834730833768845,0.0,0.0,1.0,1.0,0.001260561402887106,1.0,1.0,1.0,1.0,1.0,0.0
25,0.0005909558479451307,0.44328999519348145,0.0007167011499404907,0.0019336617551743984,0.00036542167072184384,0.0,0.0,1.0,1.0,0.0012555965222418308,1.0,1.0,1.0,1.0,1.0,0.0
26,0.0005567415893174886,0.7666077613830566,0.0005385768599808216,0.001840285025537014,0.00038268056232482195,0.0,0.0,1.0,1.0,0.0012404248118400574,1.0,1.0,1.0,1.0,1.0,0.0
27,0.0005222752508677381,0.30999112129211426,0.0007286067120730877,0.0018742585089057684,0.0006268465658649802,0.0,0.0,1.0,1.0,0.001246958039700985,1.0,1.0,1.0,1.0,1.0,0.0
28,0.0004877247491322622,0.2798900604248047,0.0008597616106271744,0.0019924186635762453,0.0004165154823567718,0.0,0.0,1.0,1.0,0.0012379027903079987,1.0,1.0,1.0,1.0,1.0,0.0
29,0.00045325841068251166,0.30590057373046875,0.00047251651994884014,0.0017921592807397246,0.0004430629196576774,0.0,0.0,1.0,1.0,0.0012372438795864582,1.0,1.0,1.0,1.0,1.0,0.0
30,0.00041904415205486954,0.32343173027038574,0.00031622196547687054,0.0017341584898531437,0.0003624768869485706,0.0,0.0,1.0,1.0,0.0012355218641459942,1.0,1.0,1.0,1.0,1.0,0.0
31,0.00038524866167816444,0.545663595199585,0.3406291604042053,0.16500286757946014,0.027913514524698257,0.0,0.0,0.5,0.5,0.0012343483977019787,1.0,1.0,1.0,1.0,1.0,0.0
32,0.0003520365877844011,0.3071746826171875,0.0011516478843986988,0.0020393768791109324,0.0008124554879032075,0.0,0.0,1.0,1.0,0.0012467405758798122,1.0,1.0,1.0,1.0,1.0,0.0
33,0.00031956973625912356,0.3019556999206543,0.0006882734596729279,0.0019075454911217093,0.00041303184116259217,0.0,0.0,1.0,1.0,0.0012313323095440865,1.0,1.0,1.0,1.0,1.0,0.0
34,0.0002880062823394067,0.32326459884643555,0.0005953633226454258,0.0018206742824986577,0.0005746958777308464,0.0,0.0,1.0,1.0,0.001232475508004427,1.0,1.0,1.0,1.0,1.0,0.0
35,0.00025750000000000013,0.28617167472839355,0.006013406906276941,0.0045646484941244125,0.0004348868387751281,0.0,0.0,1.0,1.0,0.0012297648936510086,1.0,1.0,1.0,1.0,1.0,0.0
36,0.00022819951278198037,0.3322281837463379,0.006043367553502321,0.0019122104858979583,0.011104559525847435,0.0,0.0,1.0,1.0,0.0012501752935349941,1.0,1.0,1.0,1.0,1.0,0.0
37,0.00020024756971379914,0.2844376564025879,0.9429012537002563,0.4691987633705139,0.015674054622650146,0.0,0.0,0.5,1.0,0.0012389374896883965,1.0,1.0,1.0,1.0,1.0,0.0
38,0.00017378034985236516,7604.7815861701965,0.032069646647414594,0.01555846902100755,0.00835403107071512,0.0,0.0,0.9625127842026591,0.9543112264967352,0.09226642093814535,0.885020207575905,0.9283966180070409,0.9428312980551786,0.951334237901402,0.906708412791473,0.0
39,0.0001489267988323676,8205.991384029388,0.02963372546218061,0.014523641668115867,0.0076301520567726815,0.0,0.0,0.9647352686649359,0.9579498072535599,0.11046017069937783,0.8904912230279365,0.9101475710014271,0.9378561736770692,0.9415649027589326,0.9003193970146818,0.0
40,0.00012580800065610593,8751.8266954422,0.029048418485082248,0.014210583927636203,0.0076990503442698225,0.0,0.0,0.9646762646526631,0.9594839115726536,0.07892826804802772,0.8930422649322493,0.9164985499403911,0.9526006331976481,0.9454545454545454,0.9047704074363202,0.0
41,0.00010453658778440106,8280.483871221542,0.027600565113474675,0.013538116709514632,0.00749858839445503,0.0,0.0,0.9658760129022107,0.9601526237117457,0.07141296439094377,0.9058595451583745,0.9352234007019662,0.9538670284938942,0.9568521031207599,0.9205414729301704,0.0
42,8.521619240256914e-05,7892.0038986206055,0.02725868365288227,0.013404052406299057,0.0073426910605483425,0.0,0.0,0.9662693729840296,0.9600739516953819,0.07311615856176504,0.9018524688389201,0.9331763308593934,0.9554952510176391,0.9554047942107644,0.9175143998491568,0.0
43,6.794094153483125e-05,7603.204770326614,0.024861768344553496,0.012269740695424573,0.007092532232004229,0.0,0.0,0.9686492014790339,0.9613523719612934,0.07606727401083584,0.8965382835091956,0.922015066808535,0.9553143374038896,0.9481682496607869,0.9092766751588652,0.0
44,5.279499846691263e-05,7393.0754516124725,0.026102350471721453,0.012890943095867625,0.007084822086177553,0.0,0.0,0.967547793249941,0.9622767681535678,0.0943569726787494,0.9010715114537033,0.9293421529562229,0.9403889642695613,0.9530529172320217,0.9152068322049631,0.0
45,3.9852152710975386e-05,7319.930027723312,0.02395253692128335,0.011834640361110713,0.007020895586899238,0.0,0.0,0.9700062937613091,0.9641452285422075,0.08700714501367367,0.903265059361418,0.9242898388863788,0.9461781999095432,0.9501582994120308,0.9137774491238984,0.0
46,2.917546051053226e-05,7308.632569551468,0.024246949981363206,0.012010826171853086,0.006894619961553401,0.0,0.0,0.9692785776099442,0.9645189206199355,0.1150163454926109,0.8958264678334318,0.9315613099597309,0.9266395296246043,0.9549525101763908,0.9136938888965813,0.0
47,2.0816937636766188e-05,6781.05327296257,0.02495693036487109,0.01238689957744963,0.0068068779829024905,0.0,0.0,0.9686688694831248,0.9630634883172056,0.10030718423446791,0.9009065192853596,0.924373364540022,0.9345997286295794,0.9504296698326549,0.9126399419126907,0.0
48,1.4817305972922728e-05,7282.886795282364,0.02285520918784547,0.011381677542771543,0.006636386852291864,0.0,0.0,0.9713240500354025,0.963968216505389,0.10874791448644802,0.8913816677017377,0.929769353199168,0.9305291723202171,0.9532338308457712,0.9105755104504528,0.0
49,1.1205795121387023e-05,7244.779257297516,0.022373139100607498,0.01116277841822467,0.006543778479589764,0.0,0.0,0.9715600660844937,0.9648729446935725,0.09365574611872789,0.9045096443312396,0.9312481449766716,0.9453640886476707,0.9543193125282677,0.9178788946539556,0.0
50,1e-05,7370.577743053436,0.022032374742878807,0.01098885270693187,0.006566606454215822,0.0,0.0,0.9727598143340414,0.9648926126976635,0.08786938752132804,0.9075332042252302,0.9283406672572474,0.9477159656264134,0.9530529172320217,0.9179369357412388,0.0
