epoch,lr,time_s,train_loss,train_disaster_loss,train_victim_loss,train_kd_logit_loss,train_kd_feat_loss,train_disaster_acc,train_victim_acc,val_loss,val_disaster_f1,val_victim_f1,val_disaster_acc,val_victim_acc,val_combined_f1,val_map50
1,0.00028,5832.2495193481445,0.10091698174870971,0.04709984050756769,0.01921226487004066,0.0,0.0,0.8795138069388718,0.8971363386043584,0.07699246432317133,0.8502451448358286,0.8412800880332467,0.9176843057440073,0.90239710538218,0.8457626164345377,0.0
2,0.00045999999999999996,3352.0736989974976,0.08050165281624055,0.0380319960131455,0.01488394984120403,0.0,0.0,0.9114939815907481,0.9212886476280387,0.0961776062610931,0.8633257232381493,0.8892909926119856,0.9212121212121213,0.9205789235639982,0.8763083579250674,0.0
3,0.0006399999999999999,3293.3959634304047,0.07395521342678457,0.035038284167527606,0.013872742792784241,0.0,0.0,0.9215836676894029,0.9302965935016915,0.09307208974394578,0.8540695247950032,0.9357328568040448,0.9270013568521032,0.9536861148801448,0.894901190799524,0.0
4,0.00082,3276.4219510555267,0.07497755584598571,0.035486976902259645,0.014491987193462319,0.0,0.0,0.9199315553457635,0.9235701361025883,0.10913762763434914,0.7900026767690567,0.9153083701141538,0.9090004522840344,0.9390321121664406,0.8526555234416052,0.0
5,0.001,3282.926905632019,0.0764866412656685,0.03620178087280425,0.014615690140427805,0.0,0.0,0.9167256706789395,0.9224097238612226,0.13888624998218957,0.7551853425682568,0.8878725615881995,0.8961555857078245,0.9260063319764812,0.8215289520782281,0.0
6,0.000998794204878613,3276.9327914714813,0.07574195760821101,0.03585098445723025,0.0145300328928642,0.0,0.0,0.9156635984580285,0.9228817559594052,0.10878780041983471,0.8265086697239705,0.9252217402492598,0.9145183175033921,0.9472636815920398,0.8758652049866151,0.0
7,0.0009951826940270774,3274.6969385147095,0.07305424783262378,0.034548499315882435,0.014361538199461855,0.0,0.0,0.9206199354889466,0.9271103768389584,0.0860805556651968,0.8383788100643688,0.9259232580364973,0.9284486657620986,0.9478968792401629,0.882151034050433,0.0
8,0.000989183062363234,3278.980021238327,0.06974789891461049,0.033132207104774866,0.013412435809794693,0.0,0.0,0.9255762725198646,0.929411533317599,0.3085462806551338,0.6994611160843197,0.8939401885800142,0.7692446856625961,0.9240162822252375,0.7967006523321669,0.0
9,0.000980824539489468,3282.553680419922,0.06784809434498822,0.03227525885515665,0.013036161629437467,0.0,0.0,0.927267720871686,0.931142317677602,0.13414493724400509,0.8241998459022882,0.9279299034822417,0.8664857530529172,0.9514246947082768,0.876064874692265,0.0
10,0.0009701478472890248,3287.924226999283,0.064791661639488,0.030770412530354493,0.012951728905280296,0.0,0.0,0.9307686255998742,0.9326567539926048,0.1874327044473217,0.8065282795227143,0.9172126818239488,0.8719131614654003,0.9438263229308005,0.8618704806733315,0.0
11,0.0009572050015330875,3298.3665935993195,0.062252587808742876,0.02965323263712608,0.01233640033372559,0.0,0.0,0.9324600739516954,0.934387538352608,0.28292201385154736,0.7864125344596031,0.9220414923574471,0.8406151062867481,0.9484396200814111,0.8542270134085251,0.0
12,0.000942059058465169,3301.7210352420807,0.05989400321766202,0.028556701402698385,0.012002602606953794,0.0,0.0,0.9352332625285186,0.9372787349539768,0.2686097378218281,0.7390378608062163,0.8171609674728941,0.833288104929896,0.8890094979647218,0.7780994141395552,0.0
13,0.0009247838075974309,4403.941703557968,0.05791986416284578,0.027661601856736332,0.01163904972744915,0.0,0.0,0.9365903548107938,0.9407403036739832,0.46037424982423053,0.694673858571076,0.8395881452195244,0.7173224785165083,0.889280868385346,0.7671310018953001,0.0
14,0.000905463412215599,6769.243022203445,0.0567388940756699,0.02702877545885819,0.011807103899329749,0.0,0.0,0.9387144992526159,0.9388915112894344,0.08972192920714091,0.8540605347188965,0.9078262847866989,0.9171415649027589,0.9386702849389417,0.8809434097527977,0.0
15,0.0008841919993438941,5828.833185195923,0.05467908353023353,0.026057927776909285,0.01157992085610997,0.0,0.0,0.9413303437967115,0.9399142475021635,0.10560405438949957,0.8381250642242157,0.8985296715793736,0.9141564902758933,0.9336951605608322,0.8683273679017947,0.0
16,0.0008610732011676323,5757.338813781738,0.05378771777548948,0.025639071317609636,0.01146881270828841,0.0,0.0,0.941153331759893,0.9405632916371647,0.22585485765191526,0.782394310559007,0.8417731986687622,0.8586160108548169,0.8996834011759385,0.8120837546138846,0.0
17,0.0008362196501476349,6264.817374944687,0.05196235860059129,0.024763613260282907,0.011322549088633059,0.0,0.0,0.9448902525371725,0.9425497600503501,0.15878374192199013,0.8227742386374166,0.9320386842900803,0.8333785617367707,0.9534147444595206,0.8774064614637485,0.0
18,0.0008097524302862008,7218.405750989914,0.04947882473074264,0.023568893745038032,0.01113226149785059,0.0,0.0,0.9464046888521753,0.9436118322712611,0.11690789508443344,0.8484416705646978,0.9062160488949603,0.9220262324739936,0.9383989145183175,0.877328859729829,0.0
